Autor/a (atribución tradicional),Atribución actual,Obra en español,Obra,Compañía,País,Adaptador / Dramaturgismo / Traductor,Fecha de estreno,Festivales,Sinopsis,Web Oficial,Dirección,Escenografía,Reparto,Iluminación,Música y sonido,Video escena / Diseño gráfico / Fotografía,Vestuario / Maquillaje,Movimiento,Producción,Lugar de estreno
Lope de Vega,,El príncipe inocente,El príncipe ynocente,EFE TRES,Hispanoamérica (México),"Fernando Villa, Fernando Memije",,"Festival Internacional de Teatro Clásico de Almagro, 22 de julio de 2015","La compañía EFE TRES a través de la comedia de Lope de Vega El príncipe ynocente
nos muestra de una forma siempre lúdica que los clásicos, sobre todo del Siglo de Oro español, aún tienen mucho que decirnos.
El montaje surge a partir del gusto de la compañía por el teatro del Siglo de Oro español y por la necesidad de reivindicar este estilo ante el público contemporáneo, desmitificando los estigmas de solemnidad y aburrimiento que a través de años se le han atribuido a este tipo de montajes.
La puesta en escena rescata el estilo de un ñaque, pareja de actores que durante el Barroco Español representaban todos los personajes de una obra teatral; por tanto en escena sólo son dos actores quienes representan a dieciséis personajes que irán rolándose entre sí. Así, apostando por la teatralidad y ponderando la imaginación sobre el realismo ilustrativo, se representa la obra con elementos escenográficos y de utilería mínimos, aquellos que son posibles de encontrar en una celda.
De esta forma y valiéndonos de la convención teatral, se resignifican todos los objetos, simbolizando una baraja con las Damas, un recogedor de basura con un bastón, una tuerca con el anillo del príncipe; e incluso, la misma
celda se modifica para convertirse en los diferentes espacios.
Todo ello buscando siempre apelar a la fantasía del público quien está ahí en su papel activo, para completar la obra, responder a cada guiño y retroalimentar el trabajo que la compañía ha propuesto.",,"Fernando Memije, Fernando Villa, Allan Flores",Tenzing Ortega,"Fernando Villa, Fernando Memije",Víctor Manuel Colunga,"Fernando Memije, Fernando Villa",,Pedro Pazarán,,EFE TRES,
Lope de Vega,,El perro del hortelano,El perro del hortelano,Compañía Nacional de Teatro de México,Hispanoamérica (México),Angélica Rogel,11/07/2019,"Festival Internacional de Teatro Clásico de Almagro, 11-14 de julio de 2019; Festival de Teatro Clásico de Olmedo, 17 de julio de 2019","Personalmente trabajar con este texto, en la actualidad, es una oportunidad de hablar del clasismo en un país como México; de mostrar esta imposibilidad de entregarse a una relación por el obstáculo de una clase social. Para jugar con el tema de la comedia palaciega y los protocolos del Siglo de Oro, este montaje está ubicado en el México de los años 40, el México de las películas de Juan Orol y Figueroa; esa mezcla de las divas del cine, los héroes de las clases bajas -caballerosos y con aspiraciones-, y la música de bolero tan fuertemente ligada a esta época del cine en México.
Creando nuestro propio condado de Belflor, el lugar en el que los sueños de llegar a ascender socialmente o de llegar a amar a alguien de menor escala social, es posible; aunque, como en todo lugar de ensueño, siempre habrá alguien que quede con el corazón roto.",,Angélica Rogel,Patricia Gutiérrez ,"Rodrigo Alonso, Victoria Benet, Fernando Bueno, Karla Camarillo, Diana Fidelia, Jorge León, Astrid Romo, Andrés Weiss, Carlos Gómez",Patricia Gutiérrez,Carlos Gómez Matus,,Estela Fagoaga,,Trama & Drama,Antigua Universidad Renacentista de Almagro
Lope de Vega,,Los locos de Valencia,Los locos de Valencia,Compañía Profesional de la Escuela Nacional de Arte Teatral,Hispanoamérica (México),Antonio Algarra,,Festival Internacional de Teatro Clásico de Almagro,"Los locos de Valencia es obra de jóvenes. No podríamos entender sus ganas de amar si no estuviéramos ante personajes con toda la hormona a flor de piel, susceptibles de enamorarse locamente. Cuando emprendimos el montaje de la obra, contando con un reparto de chicos egresados de la ENAT, las premisas fueron el juego y el delirio. El juego que nos permitiera ser libres para explorar esos lugares donde la cordura se pierde, el delirio que nos llevara a construir un espectáculo que contagiara al público de la pasión del primer enamoramiento, del deseo por el otro: la entrega en la vida, en el ánima, en la cama. Yo, con 67 años, me di al recuerdo de esas sensaciones y cantar a la vida, sin nostalgias. Así surgió esta comedia: erótica, lúdica, cachonda, y la naturaleza se metió en la obra. Sumé a otros locos para crear este universo fuera del tiempo, porque la gente se vuelve loca de amor desde el principio de la humanidad y así seguirá hasta su final… “polvo seré, más polvo enamorado…”",,Antonio Algarra,,"Miguel Jiménez, Patricia Loranca, Abraham Villafaña González, Daniela Miranda, Holil Heredia, Daniela Plaza Gómez, Carlos Herrera, Sergio Carazo Cardona, Ange Fragoso Mendoza, Bruno Sánchez, Luis Ricart, Fernando Moctezuma, Pablo Ramírez, Eduardo Arriola, Alfonso García",Isabel Becerril,Alberto Rosas,,Sergio Mirón,Evelia Kochen,"Centro Nacional de las Artes de México, Subdirección General de Educación e Investigación Artística, Escuela Nacional de Arte Teatral de México",
Lope de Vega,,La dama boba (versión animal) (infantil),La dama boba (versión animal) (infantil),Teatro La Calderona,Hispanoamérica (Chile),Ramón Gutiérrez Rojas,2014,"Festival Internacional de Teatro Clásico de Almagro, 11 de julio de 2015","Finea es la coneja boba; su hermana Nise, la discreta. Ambas son igualmente bellas y la gansa Otavia, su madre, quiere casarlas. Para compensar su bobería, Finea ha heredado una dote que ha despertado el interés de dos pretendientes.
Pero cuando Finea conoce al gato Laurencio cae perdidamente enamorada por primera vez. Llevada de tan fuerte sentimiento, “la dama boba” muda poco a poco su ingenio, descubriéndose una coneja inteligente y prudente que acaba por enamorar al antes codicioso Laurencio.
La versión animal de La dama boba, que presenta la compañía La Calderona, instala la brillante dramaturgia de Lope en una granja chilena de hoy, combinando armónicamente nuestra tradición criolla con la herencia vigente y universal del teatro español. Sus protagonistas animales, que parecieran sacados de una película de dibujos animados, hablan y cantan a los niños en los códigos de las caricaturas contemporáneas. Usando máscaras, títeres, humanettes, una música chilena viva y una encantadora visualidad artesanal, presentamos esta ingeniosa, propia y lúdica manera de reflexionar sobre el poder educador del amor y del valor de los potenciales ocultos tras las apariencias. Una versión dedicada al público infantil, que no ha descuidado al acompañante mayor, quien puede acceder al humor y a los discursos estéticos e ideológicos subyacentes, más propios del teatro y el mundo adultos.",http://www.teatrolacalderona.cl/la-dama-boba-version-animal/,Ramón Gutiérrez Rojas,Jocelyn Olguín,"Victoria de Gregorio, Valentina Gavilán, Daniela Fuenzalida, Mario Avillo, Patricio Gecele, Miriam Faivovich, David González",Jose Chahin,Cirstian Munitiz,,"Jocelyn Olguín, Sergio Aravena",,Mario Costa,Teatro UC (Ñuñoa)
"Lope de Vega, Andrés de Claramonte",,Auto sacramental La Araucana,Auto sacramental La Araucana,Teatro del Nuevo Mundo,Hispanoamérica (Chile),Rodrigo Faúndez Carreño,,"Festival Internacional de Teatro Clásico de Almagro, 26 de julio de 2017","El Auto sacramental La Araucana es una pieza de teatro religioso datada del año 1621, nunca antes representada en Chile. Se conserva en un manuscrito anónimo en la Biblioteca Nacional de España en Madrid. Su argumento alegórico presenta una versión a “lo divino” de la mítica elección de Caupolicán como toqui de Arauco, inspirado en la epopeya, de título homónimo, La Araucana (1569) de Alonso de Ercilla.
Durante siglos, el auto fue atribuido a Lope de Vega, sin embargo, en su última edición crítica (2013) a cargo de Rodrigo Faúndez, se le atribuye a Andrés de Claramonte. Nuestra intención es devolver al público contemporáneo una nueva versión del inédito auto inspirada en la estética latinoamericana postdramática y actualizar, con ello, las problemáticas de la cuestión indígena y los orígenes de la moderna nación chilena.",,Tania Faúndez Carreño,Gabriela Santibáñez,"Pamela Alarcón, Eduardo Luna, Diego Varas, Daniel Cartagena, Felipe Zambrano, Alexis Moreno",Javiera Severino,Ricardo Carrasco,Pelochuzo Audiovisuales,Gabriela Santibáñez,,Teatro del Nuevo Mundo,
Lope de Vega,,Fuenteovejuna,Fuenteovejuna,Ksec Act,Japón,Yoichi Tajiri,17/07/2009,"Festival Internacional de Teatro Cláásico de Almagro, 17-18 de julio de 2009; Festival de Teatro Clásico de Olmedo, 21 de julio de 2009","Una de las características del teatro de la segunda mitad del siglo XVI hasta principios del XVII es que representa vívamente la sociedad real. La obras se escriben siguiendo el modo de pensar y sentir de la épopca. Esta obra es representante de honor de la estructura de los tres actos. Se abre presentándonos el ambiente tranquilo y bucólico de una aldea; luego la tensión va en aumento hacia la mitad de la obra y desemboca en el vertiginoso clímax final. Es ciertamente una obra típica del teatro barroco.
El Comendador Fernán Gómez, se porta en su feudo de Fuente Ovejuna como un auténtico déspota, lo que alimenta el malestar entre los aldeanos. De tiempo atrás había puesto sus ojos en una aldeana llamada Lucrecia. Pero debido a un suceso provocado por el mismo Comendador, Lucrecia se enamora del mozo Frondoso. Disgustado el Comendador recurre a la violencia...",https://www.ksec-act.com/archiveold,Kei Jinguji,Yoshitomo Kani,"Masaya Nagano, Tadayoshi Sakakibara, Kazunori Tokida, Daisuke Higuchi, Kazuya Suzumura, Senko Hida, Tomoko Hirai, Kimie Shingyoji",Shunsuke Yoshito,Mitsuhiro Nakagawa,,Hiromi Tsuboi,,Ksec Act,Teatro Municipal de Almagro
Lope de Vega,,El caballero de Olmedo,El caballero de Olmedo,Ksec Act,Japón,Yoichi Tajiri,21/07/2014,"Festival de Teatro Clásico de Olmedo, 21 de julio de 2014","La vejez nos va llegando a todos por igual. Pero seguramente habrá muchos que no puedan olvidar los días locos de algún amor de vértigo.
“¿Acaso tú vives en algún otro lugar que no sea mi corazón?”. Es un verso de Goethe cuando a los 74 años pidió en matrimonio a una mujer de 19. Habrá gente que piense: “¡A sus años…!”, o “¡Con esa diferencia de edad, vaya temeridad!”. Pero ¿no es digno de gran alabanza el hombre que una vez en su vida muestra semejante intrepidez? Por supuesto, parece que desgraciadamente ese amor no fructificó, pero…
El amor, por su naturaleza, asalta de repente a un hombre; es tan fuerte que puede hasta quitarle la vida, y puede trastocar hasta límites insospechados la tranquilidad de su vida. El tema de la representación de hoy es precisamente el amoroso paisaje interior de un anciano.
Originalmente la obra es la dramatización de un suceso criminal acaecido el 1 de noviembre de 1521: un caballero que regresaba a Olmedo después de una fiesta de toros en Medina fue asesinado por su rival amoroso, que le aguardaba emboscado en el camino.
El hombre es un ser bello, maravilloso, pero también estúpido. En cualquier camino que recorramos pueden prender, sin que nadie se lo espere, las llamas del amor. Cuando el amor brota, algo empieza a suceder en su vida. El hombre sufre y se atormenta tratando de conseguir a la mujer amada. El rival amoroso siente envidia. En el amor están latentes abundantes sufrimientos, odio, celos. Y al final de este conflicto aguarda como resultado inexorable la muerte.
Transcurridos 500 años, nosotros hemos intentado entonar este bello clásico como un acompañamiento de los muertos. El Coro, que interpreta a los muertos, arroja sobre este retorcido conflicto psicológico y la encrucijada del hombre y la mujer, una mirada serena y perspicaz y, a la vez, una sonrisa bufona. Acomodan con destreza sus palabras al inflamado amor, pero en el fondo de su corazón no pueden contener la risa.
Esos muertos son los que administran todo lo que ocurre en el amor.",https://www.ksec-act.com/archiveold,Kei Jinguji,,,,,,,,,Corrala del Palacio del Caballero de Olmedo
Juan Ruiz de Alarcón,,La prueba de las promesas,La prueba de las promesas,Compañía Nacional de Teatro de México,Hispanoaméérica (México),Carlos Corona,22/03/2012,"Festival Internacional de Teatro Clásico de Almagro, 21-22 de julio de 2012","Según un estudio, el enamoramiento es inducido por la segregación de ciertas sustancias del cerebro, que posee un tiempo máximo de tres años de duración. ¿Saber esto te consuela cuando te rompen el corazón?
Quizá lo que los estudios científicos no pueden hacer por un corazón roto, lo logra con mayor eficacia un poema; al grado que cuando lo leemos pensamos que eso que está escrito es exactamente lo que nos pasa, dejándonos la sensación de que se escribió pensando en nosotros.
En realidad lo que los científicos, los filósofos y los poetas buscan es lo mismo: la Verdad. Para Juan Ruiz de Alarcón en La Prueba de las Promesas, la manera de llegar a ella está en el teatro; que con su magia y/o su ciencia, es capaz de mostrarnos la verdadera naturaleza de la gente, con tal eficacia que es capaz de mover nuestra voluntad. De esta manera, podemos afirmar que las ilusiones no ocultan, por el contrario: develan ya que ficción no es sinónimo de falso, como realidad tampoco lo es de verdadero.",,Carlos Corona,Patricia Gutiérrez Arriaga,"Rosenda Monteros, Óscar Narváez, Mariana Gajá, Yulleni Pérez Vertti, Carlos Corona, Everardo Arzate, Arturo Reyes, Luis Lesher, Ana Isabel Esqueira, Américo del Río, Leonardo Soqui, Alberto Rosas, Juan José",Juliana Faesler,Leonardo Soqui,,Jerildy Bosch,Ruby Tagle,Compañia Nacional de Teatro de México,Teatro Julio Castillo del Centro Cultural del Bosque (Ciudad de México)
Juan Ruiz de Alarcón,,El desdichado en fingir,El desdichado en fingir,Colectivo Teatral de Guerrero,Hispanoamérica (México),José Uriel García Solís,2019,"Festival Internacional de Teatro Clásico de Almagro, 5-6 de julio de 2019","El desdichado en fingir relata la lucha de un hombre contra su propio destino, en el que sus únicas armas son la perseverancia, la valentía y la voluntad, aunque su punto de vista irónico —recurso que siempre manejó Alarcón— obstaculice la apreciación de estos rasgos. En principio, Arsenio, el galán de El desdichado en fingir, aparece como una persona paciente ante la adversidad e incapaz de fingir, aunque a lo largo de la trama se descubren sus múltiples engaños.
Joré Uriel García Solís estudio la Licenciatura en Artes Teatrales en la Universidad Autónoma del Estado de México. Curso el Diplomado en Teatro Contemporáneo en el Centro de las Artes de San Agustín. Se ha desempeñado como actor, director, dramaturgo y gestor cultural. Su trabajo ha explorado las poéticas para jóvenes audiencias. Ha participado en foros, encuentros y festivales en México, Chile, Argentina y Dinamarca.",,José Uriel García Solís,,"Erick Herrera Borja, Luis Enrique Cortéz Ávila, Pedro Acevedo Figueroa, Montserrat Hernández Ramírez, Xitlalli Hernández Quezada, Cuauhtémoc Astudillo Méndez, Irving Marcelo Hinojoza, Santiago Marcelo Valdivia",,"Irving, Santiago Marcelo",,Mario Martín del Río,,"Irving Marcelo Hinojoza, Colectivo Teatral de Guerrero",Museo José Suárez (Chilpancingo)
Juan Ruiz de Alarcón,,La verdad sospechosa,La verdad sospechosa,Carro de Comedias 2017 Teatro Universidad Nacional Autónoma de México (UNAM),Hispanoamérica (México),Álvaro Cerviño,,"Festival Internacional de Teatro Clásico de Almagro, 23 de julio de 2019","En La verdad sospechosa conoceremos a Don Beltrán, un hombre recto y honorable cuyo hijo, Don García es un mentiroso compulsivo que estará al cuidado del sufrido Tristán, quién hará todo para salvarlo de sus propias mentiras.
Veremos a Jacinta y Lucrecia, dos jóvenes adineradas que, sin saberlo, pelean por el amor del mentiroso García. Sufriremos con el celoso e inseguro Don Juan, que luchará por el amor de la ingrata Jacinta y conoceremos al hábil y moderno Camino, el mensajero y chofer que sabe todo de todos.",,Álvaro Cerviño,Félix Arroyo,"Darling Lucas, Mónica Romero, Anna Irene Guevara Meneses, Anaid Bohor, Carlos Herrera, Oscar Sergio Serrano",Álvaro Cerviño,,,Ingrid SAC,,Teatro Universidad Nacional Autónoma de México (UNAM),
Juan Ruiz de Alarcón,,La monja Alférez,La monja Alférez,Teatro Círculo,Estados Unidos (Nueva York),Daniel Alonso de Santos,17/10/2024,"Festival de Teatro Clásico de Olmedo, 22 de julio de 2024","En un bar de Nueva York un pianista queer cuenta la historia de una monja del siglo XVII que luchó contra todo para validar su identidad de género. Un relato que nos hace reﬂexionar sobre los retos y prejuicios que afrontan los individuos de la comunidad transgénero.
Esta es la perspectiva que se ha querido resaltar en esta versión de la obra recientemente atribuida al dramaturgo mexicano Juan Ruiz de Alarcón. Su protagonista tiene como referente un personaje real y aún con vida en el momento de la escritura: Catalina de Erauso, quien, tras huir de un convento en San Sebastián, desarrolló una vida militar de violencia y arrojo en tierras americanas, hasta alcanzar el grado de alférez. No obstante, en esta particular propuesta dramática no faltan los componentes inexcusables del teatro del Siglo de Oro, como son el enredo, el amor, el honor y el humor.",,Daniel Alonso de Santos,Israel Franco-Müller,"María Fontanals, Eva Cristina Vásquez, Sandra Gumuzzio, Jei Fabiano, Gerardo Gudiño, Fernando Gazzaniga, Pablo Andrade, Mario Matei",Israel Franco-Müller,Jei Fabiano,,Israel Franco-Müller,,Teatro Círculo,Chain Theatre (Nueva York)
Francisco de Rojas Zorrilla,,"Donde hay agravios, no hay celos","Donde hay agravios, no hay celos",Mefisto Teatro,Hispanoamérica (Cuba),Liuba Cid,27/07/2011,"Festival Internacional de Teatro Clásico de Almagro, 22 de julio de 2012; Festival de Teatro Clásico de Olmedo, 22 de julio de 2011; Festival de Teatro Clásico de Cáceres 27 de julio de 2011","Estrenada en 1636, esta obra fue de las más representadas en vida del autor, y de las más imitadas tras su muerte. Una joya de humor y picaresca que durante el Siglo de Oro fue escenificada no sólo en los corrales de comedias de Madrid y de toda España, sino también, en la corte Francesa.
El aristócrata Don Juan y el servil y torpe criado Sancho llegan a Madrid de noche. En la calle de Alcalá buscan la casa de Don Fernando de Rojas, con cuya hija, Doña Inés, se ha prometido el galán a través de un retrato. Ante las puertas de la casa, Sancho confiesa a su amo que por equivocación, el retrato que ha entregado a la joven es el suyo y no el de su amo.
Del balcón de Doña Inés ven descolgarse a un desconocido. Don Juan sospecha de la infidelidad de Doña Inés y propone a su criado, aprovechando el equívoco del retrato, intercambiar las identidades. Se presentan así, Don Juan como criado y Sancho, como Don Juan.
Entre las paredes de la casa de Don Fernando se encuentran los personajes relevantes de un tempestuoso pasado que incluye la muerte violenta del hermano de Don Juan a manos de un desconocido, que resulta ser Don Lope, sobrino de Don Fernando, quien a su vez pretende a Doña Inés, y que en el pasado estuvo implicado en la fuga deshonrosa de Doña Ana, hermana de Don Juan.
Todos los personajes se ven inmersos en una enorme confusión, pero el amor y los celos sellan con broche de oro el final de la comedia.",,Liuba Cid,,"Vladimir Cruz, Justo Salas, Claudia López, Dayana Contreras, Cristina Arranz, Yolanda Ruiz, Rey Montesinos, Gabriel Buenaventura, Joanna González","LC Performance, Alain Tomás Lloret de Mola","Pilar Ordóñez, David Garrido",,"Tony Díaz, Sara Díaz Álvarez, Edgar Echevarría, Leonardo Venegas Ortiz",,Arte Promociones Artísticas S.L.,Festival de Teatro Clásico de Cáceres
Francisco de Rojas Zorrilla,,Los bandos de Verona,Los bandos de Verona,"Secuencia 3, Teatro Mayor Julio Mario Santo Domingo","Madrid, Colombia",Eduardo Galán,27/06/2024,"Festival Internacional de Teatro Clásico de Almagro, 19-20 de julio de 2024; Festival de Teatro Clásico de Olmedo, 26 de julio de 2024","La labor de rescatar excelentes textos teatrales de nuestro Siglo de Oro debiera ser tarea propia de los poderes públicos.
En esta ocasión y gracias al apoyo del Festival Iberoamericano del Siglo de Oro Clásicos en Alcalá teatro Clásicos en Alcalá (Comunidad de Madrid), nos hemos podido arriesgar en tan necesaria y fantástica tarea desde la iniciativa privada. Así pues, el público podrá disfrutar de una comedia áurea que no se representaba desde los tiempos de su autor en el siglo XVII.
No obstante, me siento orgulloso de haber rescatado Los bandos de Verona, comedia muy divertida de capa y espada escrita por el toledano Rojas Zorrilla sobre la leyenda y narración del siglo XVI de la historia de Píramo y Tisbe, la misma en la que se inspiró Shakespeare para su Romeo y Julieta. Agradezco a Irene Pardo (actual directora del Festival de Almagro) haberme dado a conocer Los bandos de Verona y haberme animado a adaptarla y a producirla.
Ha sido un placer trabajar con este texto. Me he limitado a cortar algunas largas parrafadas, a distribuir entre varios personajes los largos parlamentos, a incluir algunos versos de enlace y a potenciar la trama graciosa de los enredos de una comedia que persigue ante todo entretener, divertir y hacer reír.
Agradezco a nuestro director, Daniel Alonso de Santos, quien ha contribuido con su mano experta a mejorar esta adaptación, revisando la métrica, incorporando gags, puliendo, en fin, engrandeciendo la comedia.",http://secuencia3.es/obras-historicas/los-bandos-de-verona,Daniel Alonso de Santos,Julián Hoyos,"Jean Cruz, Elisabet Altube, Canco Rodríguez, Manuel Navarro, David Soto Giganto, Silvana Navas",Nicolás Fischtel,Juan Ignacio Cuellar,"Hawork Studio (Alberto Valle, Raquel Lobo, Sara Ruiz)","Cristina Martínez-Pardo, Cobián (Navascués), Roberto Palacios",,"Luis Galán, Inma Almagro, Avant Events, Magasaz, Idetra, Saga Producciones, Hawork Studio, Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid (Clásicos en Alcalá)",Teatro Salón Cervantes (Madrid)
Agustín Moreto,,El lindo don Diego,El lindo don Diego,Compañía Argentina de Teatro Clásico,Hispanoamérica (Argentina),Santiago Doria,2017,"Festival Internacional de Teatro Clásico de Almagro, 19-21 de julio de 2019; Festival de Teatro Clásico de Olmedo, 26 de julio de 2022","La obra El Lindo don Diego describe los enredos que se suscitan alrededor de la figura de don Diego. Acompañando a este personaje, desfila una galería entrañable de caracteres: Sus dos primas, Inés y Leonor, su tío, don Pedro, su primo don Mendo, su rival y enamorado de doña Inés, don Juan, y los infaltables criados, Beatricilla y Mosquito que aportan la cuota de humor que sigue una línea que se remonta a la Commedia dell’Arte. don Diego, guiado por su fanfarronería y egolatría, sume a los personajes que lo rodean en equívocos constantes, plenos de humor y no exentos de una lección moral ya que, la imagen y comportamiento de este “figurón” nos permite mostrar la repulsa que provoca al ser humano de cualquier lugar y tiempo, el fanfarrón y el narciso en cualquier contexto socio político. Las situaciones son riquísimas y el humor de esta pieza, sumamente actual.",,Santiago Doria,,"Gabriel Virtuoso, Andrés D'Adamo, Mónica D'Agostino, Ana Yovino, Pablo Di Felice, Irene Almus, Francisco Pesqueira, Gastón Ares","Sebastián Ochoa, Horacio Novelle",Gerardo Gardelín,,Maydée Arigós,,"Rosalía Celentano, Compañía Argentina de Teatro Clásico",Centro Cultural de la Cooperación (Buenos Aires)
Sor Juana Inés de la Cruz,,Los empeños de una casa,Los empeños de una casa,Coordinación Nacional de Teatro de México,Hispanoamérica (México),José Solé,,"Festival Internacional de Teatro Clásico de Almagro, 1-2 de julio de 2008","Poeta y monja, Juana Inés reelabora el título de una comedia de Calderón, Los empeños de un acaso, para dar cuenta de las proezas y desventuras amorosas de la inteligente y gallarda doña Leonor, personaje clave para entender el particular universo barroco de la autora.
Sobre ella dice el poeta Octavio Paz, que ""sus artes diplomáticas, su belleza, su vivacidad y su natural risueño no explican enteramente el secreto de su popularidad. La intenligencia y el saber fueron las llaves que les abrieron las puertas de la sociedad virreinal"".
José Solé es un director de escena con una trayectoria de más de cincuenta años en el teatro mexicano, en áreas como la actuación, el diseño escenográfico, las marionetas y la dirección; destacando su afinidad con el montaje de piezas de teatro clásico de diversas épocas. La ocasión es inmejorable para el montaje de esta comedia fundamental del teatro barroco de México y el mundo.
Con este montaje, el Instituto Nacional de Bellas Artes hace un homenaje nacional a este creador y promotor de las artes escénicas. ",,José Solé,Arturo Nava,"Renée Varsi, Antonio Rojas, Marta F. Del Solar, Erwyn Veytia, Marco Zetina, Carlos Orozco, Gerson Martínez, Carmen Mastache, Aleyda Gallardo, Diana Luna, Marco Vinicio, Abril Mayett, Francisco Silva",Arturo Nava,Aurelio Tello,,Josefina Echevarría,Alan Stark,"Instituto Nacional de Bellas Artes de México, Tatiana Maganda",
Sor Juana Inés de la Cruz,,El Divino Narciso. Juego Áureo,El Divino Narciso. Juego Áureo,Teatro de la Rendija,Hispanoamérica (México),Raquel Araujo Madera,,"Festival Internacional de Teatro Clásico de Almagro, 14-15 de julio de 2017","La Loa y el Auto Sacramental El Divino Narciso, escritos por Sor Juana Inés de la Cruz, son representados por La Rendija como un Juego Áureo, una profanación que revela el encuentro de las ideas de mujeres mexicanas del siglo XXI con una mujer excepcional del siglo XVII en la Nueva España.
Al inicio se presenta la Loa como una revisión crítica de la conquista. América y Occidente bailan y cantan al dios de las Semillas, el señor Huitzilopochtli, aquel que recibe la sangre más fina. La Religión y el Celo les declaran la guerra por su paganía. Para evangelizarlos, la Religión pide representar el Auto de El Divino Narciso.
En el Auto, la Naturaleza Humana, quien representa al ser humano, en una ""selva que es mundo"", busca la redención en la persona de Narciso, pero Eco, ángel réprobo, los tienta y seduce. ¿Es acaso Eco el pensamiento de Sor Juana, con el Amor Propio y la Soberbia al hombro?
La inteligencia y el ingenio de Sor Juana se revelan en el arte de la métrica, ritmo y palabra, simetría de espejos en el que las ideas atienden una complejidad poética de la que emerge, resplandeciente, la vigencia de sus textos. La catástrofe se cierne sobre nuestro país empapado de sangre ¿qué mayor diluvio, Babel e impiedad podremos seguir resistiendo?",,Raquel Araujo Madera,Óscar Urrutia Lazo,"Nara Pech, Liliana HeSant, Nicté Valdés, Gina Martínez, Sasil Sánchez, Patricia Pérez, Jesús Esparza ""Capi"", Óscar Arano, Yara Vargas, Cristopher Canché, Iván Machuca, Víctor Celis, Manuel Estrella",Óscar Urrutia Lazo,"Víctor Celis, Erik Vaqueiro, Manuel Estrella","Omar Said Charruf, Pepe Molina, Andrea Córdoba, Eduardo Barrera, Viridiana Sarmiento, José Jorge Carreón y Kigra, Alejandro Atocha","Raquel Araujo, Elena Martínez Bólio, Víctor Franco, Mildre Ojeda, Erik Soto, Martín Vidales, Elena Martínez Bólio","Leonor Medina, Verónica Santiago","Óscar Urrutia, Raquel Araujo",
Sor Juana Inés de la Cruz,,Los empeños de una casa,Los empeños de una casa,Carro de Comedias 2017 Teatro Universidad Nacional Autónoma de México (UNAM),Hispanoamérica (México),Álvaro Cerviño,,"Festival Internacional de Teatro Clásico de Almagro, 24 de julio de 2019","En Los empeños de una casa participan Ana, una coqueta manipuladora y Pedro, el eterno seductor, ambos hermanos; Carlos, el amante despechado con su criado y fiel amigo Castaño; Leonor, la sufrida y chantajista novia de Carlos; Juan, el novio cornudo de Ana; Don Rodrigo, el despistado padre de Leonor; Celia, la ingeniosa y simpática criada de esta gran casa, llena de pasillos, recámaras y rincones, donde los personajes se esconden o espían haciendo que los cómicos enredos se compliquen más y más.",,Álvaro Cerviño,Félix Arroyo,"Darling Lucas, Mónica Romero, Anna Irene Guevara Meneses, Anaid Bohor, Carlos Herrera, Oscar Sergio Serrano",Álvaro Cerviño,,,Ingrid SAC,,Teatro Universidad Nacional Autónoma de México (UNAM),
"Sor Juana Inés de la Cruz, Juan de Guevara",,Amor es más laberinto,Amor es más laberinto,Teatro de La Rendija,Hispanoamérica (México),"Natalia Menéndez, Raquel Araujo, Teatro de La Rendija",,"Festival Internacional de Teatro Clásico de Almagro, 13 de julio de 2019","Minos, rey de Creta, perdió a su hijo Androgeo, heredero al trono, por manos atenienses. Desde entonces celebra su venganza contra Atenas, cobrando anualmente el tributo de catorce jóvenes que encontrarán la muerte en el Laberinto. El rey ha convocado a la corte para exhibir la conquista de mantener a Teseo, príncipe de Atenas, como prisionero. Las infantas de Creta, Ariadna y Fedra, quedarán impresionadas con el héroe cautivo, y tratarán de liberarlo. Así se cruzarán los caminos, y la Fortuna tomará sus apuestas.",,Raquel Araujo Madera,Óscar Urrutia Lazo,"Katenka Ángeles, Roldán Ramírez, Claudia Guerrero, Juan Ramón Góngora, Indra Ordáz, Nara Pech, Aída Segura, Itzel Alamilla, Zaab Dí Hernández, Pedro Massa",Óscar Urrutia Lazo,"Germán Romero, Manuel Estrella, Erik Soto","Luis Ramírez, Óscar Urrutia, Erik Soto",,Verónica Santiago,,
Sor Juana Inés de la Cruz,,Los empeños de una casa,Los empeños de una casa,Compañia Nacional de Teatro de México,Hispanoamérica (México),Aurora Cano,,"Festival de Teatro Clásico de Olmedo, 18 de julio de 2025","Una comedia de enredos amorosos y locura se va gestando en la cabeza de una mujer que tiene, a su vez, otra comedia desplegándose en su vida personal. Sin embargo, en este segundo caso,
se trata de una comedia más negra que la noche estrellada. ¿Será que todos siempre estamos enamorados de la persona incorrecta?",,Aurora Cano,Jesús Hernández,"Jesús Hernández, Óscar Narváez, Mariana Villaseñor, Mireya González, Shadé Ríos, Alberto Santiago, Federico Lozano, Fernando Sakanassi, Yurief Nieves, Irene Repeto, Iván Zambrano Chacón, Zabdi Blanco, Andalucía, Nara Pech, Nicté del Carmen, Adriana Resendi",Jesús Hernández,Aurora Cano,Raúl Munguía,"Jerildy Bosch, Maricela Estrada",,"Natalia de la Garza Castañeda, BLA BLA BLA CONTENIDOS, Compañía Nacional de Teatro de Méxio",
